CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P16
CASTNO = 4
DATE = 07/02/2010
TIME =  14:20
LATITUDE = 49.28433
LONGITUDE = -134.66617
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
2,2,8.1632,2,32.4729,2,287.1,2,53.6,2,,2
3,2,8.1626,2,32.473,2,287.1,2,53.6,2,,2
4,2,8.1613,2,32.4731,2,287.6,2,53.6,2,,2
5,2,8.162,2,32.4731,2,286.7,2,53.6,2,,2
6,2,8.1628,2,32.4731,2,287.0,2,53.6,2,,2
7,2,8.1627,2,32.4731,2,287.4,2,53.6,2,,2
8,2,8.1629,2,32.4731,2,287.6,2,53.6,2,,2
9,2,8.1642,2,32.473,2,287.3,2,53.6,2,,2
10,2,8.1647,2,32.473,2,287.4,2,53.6,2,,2
11,2,8.1666,2,32.4728,2,287.2,2,53.6,2,,2
12,2,8.1667,2,32.473,2,286.8,2,53.6,2,,2
13,2,8.1668,2,32.473,2,287.3,2,53.6,2,,2
14,2,8.1671,2,32.473,2,287.5,2,53.6,2,,2
15,2,8.1673,2,32.473,2,287.1,2,53.6,2,,2
16,2,8.1674,2,32.473,2,287.2,2,53.6,2,,2
17,2,8.1676,2,32.4729,2,286.5,2,53.6,2,,2
18,2,8.1676,2,32.4729,2,286.3,2,53.6,2,,2
19,2,8.1676,2,32.473,2,287.0,2,53.6,2,,2
20,2,8.1674,2,32.473,2,287.5,2,53.6,2,,2
21,2,8.1679,2,32.4729,2,286.9,2,53.6,2,,2
22,2,8.1685,2,32.4728,2,286.1,2,53.6,2,,2
23,2,8.1688,2,32.4728,2,285.7,2,53.6,2,,2
24,2,8.1688,2,32.4728,2,285.7,2,53.6,2,,2
25,2,8.1684,2,32.473,2,286.2,2,53.6,2,,2
26,2,8.1678,2,32.473,2,287.3,2,53.6,2,,2
27,2,8.1683,2,32.4731,2,287.6,2,53.6,2,,2
28,2,8.1685,2,32.4729,2,287.5,2,53.6,2,,2
29,2,8.1685,2,32.4731,2,287.3,2,53.6,2,,2
30,2,8.1685,2,32.4732,2,287.1,2,53.6,2,,2
31,2,8.1683,2,32.4732,2,287.1,2,53.6,2,,2
32,2,8.1683,2,32.4732,2,287.1,2,53.6,2,,2
33,2,8.1684,2,32.4733,2,287.2,2,53.6,2,,2
34,2,8.1685,2,32.4732,2,287.8,2,53.6,2,,2
35,2,8.1685,2,32.4733,2,287.3,2,53.6,2,,2
36,2,8.1691,2,32.4732,2,286.3,2,53.6,2,,2
37,2,8.1693,2,32.4731,2,286.4,2,53.6,2,,2
38,2,8.1692,2,32.4733,2,287.0,2,53.6,2,,2
39,2,8.169,2,32.4733,2,287.5,2,53.6,2,,2
40,2,8.1691,2,32.4732,2,287.3,2,53.6,2,,2
41,2,8.1695,2,32.4733,2,287.3,2,53.6,2,,2
42,2,8.1698,2,32.4732,2,287.3,2,53.6,2,,2
43,2,8.17,2,32.4732,2,287.1,2,53.6,2,,2
44,2,8.1698,2,32.4732,2,286.6,2,53.6,2,,2
45,2,8.1696,2,32.4734,2,286.6,2,53.6,2,,2
46,2,8.17,2,32.4732,2,287.5,2,53.6,2,,2
47,2,8.1706,2,32.4732,2,287.0,2,53.6,2,,2
48,2,8.1703,2,32.4733,2,286.9,2,53.6,2,,2
49,2,8.1703,2,32.4733,2,286.9,2,53.6,2,,2
